"","WT.sham.1","WT.sham.2","WT.sham.3","WT.isc.1","WT.isc.2","WT.isc.3","Trans.sham.1","Trans.sham.2","Trans.sham.3","Trans.isc.1","Trans.isc.2","Trans.isc.3"
"1451027_at",8.96808206037356,8.92018440155869,8.97400910897116,9.74260134146703,9.74661623209362,10.1545828742625,8.87714756440183,8.76479353424262,8.53195186115131,8.93010527584453,9.47583804880177,9.55543729544674
"1420994_at",6.43453899966449,6.41762530882663,6.15454700012004,7.28615042457651,7.36439573953242,7.48144267689372,6.23122163319577,6.27346192404896,6.36435332046441,6.92748352496404,7.43115903112173,7.40210222716217
"1424602_s_at",7.74923934201228,7.68742492175065,7.85061732965292,7.31223258128301,7.54471260433408,7.10729605838339,7.92871579856541,8.00104552119392,7.95599367890061,7.74123689337422,7.26361271170533,7.26944697352319
"1460631_at",11.4234167630851,11.4563861529009,11.5278142748834,10.5843970309941,10.6842438786354,10.4696101157819,11.4048711250012,11.4798142377039,11.2090623429037,10.9426700425404,10.5827216428591,10.6489733098395
"1421140_a_at",9.67720662511744,9.43029933416224,9.44166192116167,9.65367770420183,9.49802364190858,9.21757609371298,8.86343419195663,8.90957783402743,8.59818278187077,9.53975752433466,9.11436463098029,8.90402285737571
"1451157_at",6.10033662145644,6.06607514255793,5.35723418407039,5.37813132771204,5.80450854864122,6.04214016668333,5.51573465723901,5.21146877803973,5.2539973599832,5.34842381875646,5.85508740852891,5.31498152691794
"1452414_s_at",6.96972269040017,6.77431541523453,7.12957846800383,9.30987334943312,9.23109050556099,9.56328556082327,7.29493999514097,7.20215583410807,7.46117200398401,8.87717659166134,9.0917892183367,9.3772235634066
"1423695_at",8.01134526681775,8.07240318195194,7.8783698327175,7.46010510683865,7.70032103123361,7.90532244494623,8.09895567192729,7.99238754429934,8.19480196799362,7.61945451004304,7.20737405844662,7.52232174880871
"1420131_s_at",9.8903631318296,10.0345274137754,9.15111492337156,10.7661570925475,10.5992711358663,10.4895124050186,9.36964602044922,9.97245639833145,9.68900521543319,10.2034325155545,10.094224934283,10.159556163266
"1417448_at",7.67194214708915,7.44380281489608,7.88189967868704,8.6088017467524,8.23618020577812,8.69333194741175,7.77115939876737,7.7565055392573,8.09245978809231,7.91216213489897,8.40932843217549,8.43663988270494
"1433668_at",11.0617046993437,10.9271537156236,10.953162153027,9.94316318590547,10.1468098309862,9.54135544877359,10.9227568959113,10.9263315301031,10.84560779323,9.90421775460834,9.71212749882177,9.87577933395591
"1426900_at",10.7150921750898,10.8886645556775,10.776311234661,11.6829563138862,11.7199452439389,11.6491735450395,10.6002029855848,10.8199051562749,10.9019272443202,11.0404688098738,11.2911828705247,10.8783554337394
"1451287_s_at",6.59951278584938,6.44079924257886,6.74894814861723,5.85787520004394,6.06367727718885,6.0018651063171,6.49902502200482,6.44271871314517,5.84089608989934,6.00527095166989,5.92787247694651,5.85696401835064
"1434332_at",8.83712033546419,8.93930607497729,8.9355719580814,9.47280773979842,9.29935839991811,9.51286209454868,8.92649847097402,8.88897002167186,9.10751191600086,9.34150533001982,9.51322886697339,9.43946302801718
"1426798_a_at",10.0118918737072,9.96168349674455,9.81668705562224,11.2747320781039,11.0453127073062,11.4200857633559,10.1442833981919,9.96972816922908,9.891180616295,10.7390428726675,11.0164836558595,10.7146630383121
"1452203_at",7.54496896404086,8.21016962615905,8.08588615377232,7.30843161963316,7.23008550323572,7.56969093034145,8.34983745445725,8.51489408287083,7.9206305201275,7.5797745544923,7.28097621235892,7.40526662835539
"1437712_x_at",6.72250768669999,6.43426833280585,7.40503671361631,7.01672703073696,5.76193738556146,5.87321451109159,7.14898095269482,5.7568367534132,6.62610038475781,6.50407487527914,6.6451880694294,5.89206265392883
